source_path,destination_path,database,module,purpose,classification,execution_status,notes
sql/extract/award/13_award_unit_contacts.sql,oracle/sql/extract/award/13_award_unit_contacts.sql,Oracle,Award,"AWARD_UNIT_CONTACTS carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed, same flat shape as 05_award_custom_data.sql/09_award_sponsor_terms.sql. AWARD_UNIT_CONTACT_ID",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/14_award_notepad.sql,oracle/sql/extract/award/14_award_notepad.sql,Oracle,Award,"AWARD_NOTEPAD carries AWARD_ID/AWARD_NUMBER directly - no join needed, same flat shape as 05_award_custom_data.sql/ 09_award_sponsor_terms.sql. AWARD_NOTEPAD_ID is already singular matching the archive column name exa...",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/15_award_closeout.sql,oracle/sql/extract/award/15_award_closeout.sql,Oracle,Award,"AWARD_CLOSEOUT carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed, same flat shape as 09_award_sponsor_terms.sql. AWARD_CLOSEOUT_ID is already singular matching the archive column name exactly - n...",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/16_award_payment_schedule.sql,oracle/sql/extract/award/16_award_payment_schedule.sql,Oracle,Award,AWARD_PAYMENT_SCHEDULE carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed. AWARD_PAYMENT_SCHEDULE_ID is already singular matching the archive column name exactly - no alias needed,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/17_award_approved_subaward.sql,oracle/sql/extract/award/17_award_approved_subaward.sql,Oracle,Award,AWARD_APPROVED_SUBAWARDS carries AWARD_ID/AWARD_NUMBER/ SEQUENCE_NUMBER directly - no join needed. AWARD_APPROVED_SUBAWARD_ID is already singular matching the archive column name exactly - no,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/18_award_cfda.sql,oracle/sql/extract/award/18_award_cfda.sql,Oracle,Award,AWARD_CFDA carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed. AWARD_CFDA_ID is already singular matching the archive column name exactly - no alias needed. Confirmed a REAL,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/19_award_cost_share.sql,oracle/sql/extract/award/19_award_cost_share.sql,Oracle,Award,"AWARD_COST_SHARE carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly (all nullable at the Oracle DDL level, unlike most Award child tables - the WHERE AWARD_ID IN (...) bind-variable filter",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/20_award_fanda_rate.sql,oracle/sql/extract/award/20_award_fanda_rate.sql,Oracle,Award,"AWARD_IDC_RATE (archived as archive.award_fanda_rate - the business object AwardFandaRate was renamed from ""IDC Rate"" to ""F&A Rate"" without renaming the underlying Oracle table/columns) carries",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/21_award_science_keyword.sql,oracle/sql/extract/award/21_award_science_keyword.sql,Oracle,Award,AWARD_SCIENCE_KEYWORD has no AWARD_NUMBER/SEQUENCE_NUMBER columns of its own - the only table in the whole archived Award domain (besides AWARD_SPECIAL_REVIEW below) with just AWARD_ID and nothing,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/22_award_special_review.sql,oracle/sql/extract/award/22_award_special_review.sql,Oracle,Award,AWARD_SPECIAL_REVIEW has no AWARD_NUMBER/SEQUENCE_NUMBER columns of its own - same shape as AWARD_SCIENCE_KEYWORD. Joined back to AWARD here to denormalize AWARD_NUMBER/SEQUENCE_NUMBER for consistency,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/23_award_special_review_exemption.sql,oracle/sql/extract/award/23_award_special_review_exemption.sql,Oracle,Award,"AWARD_EXEMPT_NUMBER (archived as archive.award_special_review_exemption) has NO AWARD_ID column at all - its only Oracle-level foreign key is AWARD_SPECIAL_REVIEW_ID, referencing its true parent, AWARD_SPECIAL_REVIEW....",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/24_award_approved_equipment.sql,oracle/sql/extract/award/24_award_approved_equipment.sql,Oracle,Award,AWARD_APPROVED_EQUIPMENT carries AWARD_ID/AWARD_NUMBER/ SEQUENCE_NUMBER directly - no join needed. AWARD_APPROVED_EQUIPMENT_ID is already singular matching the archive column name exactly - no alias needed. No lookups...,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/25_award_approved_foreign_travel.sql,oracle/sql/extract/award/25_award_approved_foreign_travel.sql,Oracle,Award,"AWARD_APPROVED_FOREIGN_TRAVEL carries AWARD_ID/AWARD_NUMBER/ SEQUENCE_NUMBER directly - no join needed. AWARD_APPR_FORN_TRAVEL_ID is aliased to a full, readable archive column name (an Oracle-",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/26_award_subcontracting_budgeted_goals.sql,oracle/sql/extract/award/26_award_subcontracting_budgeted_goals.sql,Oracle,Award,"SUBCONTRACTING_BUD is the one structural exception in this bundle: its own Oracle primary key IS award_number itself - no surrogate ID, no AWARD_ID, no SEQUENCE_NUMBER exist for it at all, and there",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/27_award_comment.sql,oracle/sql/extract/award/27_award_comment.sql,Oracle,Award,AWARD_COMMENT carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly (all nullable at the Oracle DDL level - the WHERE AWARD_ID IN (...) bind-variable filter this query is wrapped in at read time,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/28_award_extension.sql,oracle/sql/extract/award/28_award_extension.sql,Oracle,Award,AWARD_EXTENSION is a BU-specific 1:1 extension table with no AWARD_NUMBER/SEQUENCE_NUMBER columns of its own - joined back to AWARD here to denormalize them for consistency with every other,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/29_award_cgb.sql,oracle/sql/extract/award/29_award_cgb.sql,Oracle,Award,"AWARD_CGB carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly (a real 1:1 extension table, AWARD_ID is its own key - no surrogate id, no alias needed). ADDITIONAL_FORMS_REQ/MIN_INVOICE_AMT/",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/30_award_hierarchy.sql,oracle/sql/extract/award/30_award_hierarchy.sql,Oracle,Award,"AWARD_HIERARCHY is version-agnostic (no SEQUENCE_NUMBER column at all) and keyed by AWARD_NUMBER, not AWARD_ID - reclassified from NOT APPLICABLE, see docs/architecture/KUALI_ARCHIVE_COVERAGE.md and",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/31_time_and_money_document.sql,oracle/sql/extract/award/31_time_and_money_document.sql,Oracle,Award,"TIME_AND_MONEY_DOCUMENT is a real KEW workflow document, the same shape as AWARD_DOCUMENT - DOCUMENT_NUMBER is a KEW-assigned string, not a surrogate sequence. AWARD_NUMBER is the Award family this",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/32_pending_transaction.sql,oracle/sql/extract/award/32_pending_transaction.sql,Oracle,Award,PENDING_TRANSACTIONS has no bare AWARD_NUMBER column - only SOURCE_AWARD_NUMBER/DESTINATION_AWARD_NUMBER. A transaction belongs to a loaded Award if it appears on EITHER side - read via,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/33_pending_transaction_extension.sql,oracle/sql/extract/award/33_pending_transaction_extension.sql,Oracle,Award,"PENDING_TRANSACTIONS_EXTENSION (BU-specific: bu-db/BUKR-0020, ""add_budget_period_to_tm.sql"") has only TRANSACTION_ID and BUDGET_PERIOD - no AWARD_NUMBER of its own, no UPDATE_TIMESTAMP/",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/34_transaction_detail.sql,oracle/sql/extract/award/34_transaction_detail.sql,Oracle,Award,"TRANSACTION_DETAILS is the durable, permanent history ledger (as opposed to PENDING_TRANSACTIONS' working state) - one or more rows written per approved PendingTransaction, classified PRIMARY/",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/35_award_amount_transaction.sql,oracle/sql/extract/award/35_award_amount_transaction.sql,Oracle,Award,"AWARD_AMOUNT_TRANSACTION: one row per (Time and Money document, affected Award) pair. Oracle's own TRANSACTION_ID column here is VARCHAR2(10), NOT the numeric transaction_id used everywhere else in",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/36_award_direct_fanda_distribution.sql,oracle/sql/extract/award/36_award_direct_fanda_distribution.sql,Oracle,Award,"AWARD_AMT_FNA_DISTRIBUTION: real child of BOTH Award and AwardAmountInfo - an explicit OJB reference-descriptor FK to AWARD_AMOUNT_INFO_ID confirms this, unlike most other Time and Money",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/37_award_budget.sql,oracle/sql/extract/award/37_award_budget.sql,Oracle,Award,"AWARD_BUDGET_EXT is Award's real 1:1 extension of the generic BUDGET table, which is SHARED with Proposal Development budgets - the INNER JOIN to AWARD_BUDGET_EXT is what excludes Proposal-only BUDGET",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/38_award_budget_period.sql,oracle/sql/extract/award/38_award_budget_period.sql,Oracle,Award,"AWARD_BUDGET_PERIOD_EXT is Award's real 1:1 extension of the generic BUDGET_PERIODS table, also shared with Proposal Development. Joined through to AWARD_BUDGET_EXT purely to resolve AWARD_ID for",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/39_award_budget_line_item.sql,oracle/sql/extract/award/39_award_budget_line_item.sql,Oracle,Award,"AWARD_BUDGET_DETAILS_EXT is Award's real 1:1 extension of the generic BUDGET_DETAILS table, also shared with Proposal Development. BUDGET_DETAILS.BUDGET_ID is a direct column, so AWARD_BUDGET_EXT is",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/40_award_budget_line_item_calculated_amount.sql,oracle/sql/extract/award/40_award_budget_line_item_calculated_amount.sql,Oracle,Award,"AWD_BGT_DET_CAL_AMTS_EXT is Award's real 1:1 extension of the generic BUDGET_DETAILS_CAL_AMTS table, also shared with Proposal Development. BUDGET_DETAILS_CAL_AMTS.BUDGET_ID is a direct column,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/41_award_budget_personnel_detail.sql,oracle/sql/extract/award/41_award_budget_personnel_detail.sql,Oracle,Award,"AWD_BUDGET_PER_DET_EXT is Award's real 1:1 extension of the generic BUDGET_PERSONNEL_DETAILS table, also shared with Proposal Development. BUDGET_PERSONNEL_DETAILS.BUDGET_ID is a direct column,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/42_award_budget_personnel_calculated_amount.sql,oracle/sql/extract/award/42_award_budget_personnel_calculated_amount.sql,Oracle,Award,"AWD_BUDGET_PER_CAL_AMTS_EXT is Award's real 1:1 extension of the generic BUDGET_PERSONNEL_CAL_AMTS table, also shared with Proposal Development. BUDGET_PERSONNEL_CAL_AMTS.BUDGET_ID is a direct column,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/43_award_budget_period_summary_calculated_amount.sql,oracle/sql/extract/award/43_award_budget_period_summary_calculated_amount.sql,Oracle,Award,AWD_BGT_PER_SUM_CALC_AMT is standalone (no generic Proposal-shared counterpart) - joined through BUDGET_PERIODS to AWARD_BUDGET_EXT purely to resolve AWARD_ID for filtering and to confirm this period,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/44_award_budget_limit.sql,oracle/sql/extract/award/44_award_budget_limit.sql,Oracle,Award,"AWARD_BUDGET_LIMIT is standalone and Award-specific already (unlike every other table in this bundle, it is NOT shared with Proposal Development) - AWARD_ID is a direct, Oracle-enforced FK column",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/45_award_budget_person.sql,oracle/sql/extract/award/45_award_budget_person.sql,Oracle,Award,"BUDGET_PERSONS is shared with Proposal Development, exactly like BUDGET/BUDGET_PERIODS/BUDGET_DETAILS/etc - but it has no Award-specific ""_EXT"" extension table of its own. Restricted to",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/46_award_transferring_sponsor.sql,oracle/sql/extract/award/46_award_transferring_sponsor.sql,Oracle,Award,"AWARD_TRANSFERRING_SPONSOR carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed to resolve those, same flat shape as 09_award_sponsor_terms.sql. SPONSOR_NAME is denormalized via LEFT",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/47_award_transmission.sql,oracle/sql/extract/award/47_award_transmission.sql,Oracle,Award,AWARD_TRANSMISSION is a BU-specific SAP-integration history table (edu.bu.kuali.kra.bo.AwardTransmission) with no AWARD_NUMBER/ SEQUENCE_NUMBER columns of its own - joined back to AWARD here to,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/48_award_transmission_child.sql,oracle/sql/extract/award/48_award_transmission_child.sql,Oracle,Award,AWARD_TRANSMISSION_CHILD is a BU-specific SAP-integration history table (edu.bu.kuali.kra.bo.AwardTransmissionChild) representing one hierarchy-child Award included in a specific transmission attempt.,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/award_funding_proposals_columns.sql,oracle/sql/extract/award/award_funding_proposals_columns.sql,Oracle,Award,award funding proposals columns,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/award/award_ids_ascending.sql,oracle/sql/extract/award/award_ids_ascending.sql,Oracle,Award,"Minimal, narrowly-scoped candidate-enumeration query for --create-batch's production selection mode only - deliberately NOT part of the 48-table Award extraction/load sequence (hence no NN_",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/01_proposal_versions.sql,oracle/sql/extract/proposal/01_proposal_versions.sql,Oracle,Proposal,01 proposal versions,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/02_proposal_attachments.sql,oracle/sql/extract/proposal/02_proposal_attachments.sql,Oracle,Proposal,"attachment_type_description is Oracle's own real PROPOSAL_ATTACHMENT_TYPE taxonomy (7 rows, live-verified: 1=Internal Documents, 2=Budget, 3=Subaward Documents, 4=Proposal Package, 5=Communications,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/03_proposal_person_roles.sql,oracle/sql/extract/proposal/03_proposal_person_roles.sql,Oracle,Proposal,03 proposal person roles,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/03_proposal_persons.sql,oracle/sql/extract/proposal/03_proposal_persons.sql,Oracle,Proposal,03 proposal persons,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/04_proposal_person_units.sql,oracle/sql/extract/proposal/04_proposal_person_units.sql,Oracle,Proposal,PROPOSAL_PERSON_UNITS has no PROPOSAL_ID column of its own - only PROPOSAL_PERSON_ID. proposal_id/proposal_number/sequence_number are denormalized through this join back to PROPOSAL_PERSONS so the,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/05_proposal_unit_contacts.sql,oracle/sql/extract/proposal/05_proposal_unit_contacts.sql,Oracle,Proposal,05 proposal unit contacts,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/06_proposal_comments.sql,oracle/sql/extract/proposal/06_proposal_comments.sql,Oracle,Proposal,06 proposal comments,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/07_proposal_custom_data.sql,oracle/sql/extract/proposal/07_proposal_custom_data.sql,Oracle,Proposal,"PROPOSAL_CUSTOM_DATA is real and widely populated (live-verified: 33,661 distinct proposal_numbers archive-wide). Carries its own real sequence_number per row - version-scoped, like AWARD_CUSTOM_DATA,",Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
sql/extract/proposal/proposal_columns.sql,oracle/sql/extract/proposal/proposal_columns.sql,Oracle,Proposal,proposal columns,Reusable Oracle/Kuali discovery or extraction SQL,Directly executable read-only Oracle SQL; SQL*Plus settings may require client adaptation,"No embedded credentials, connection strings, or extracted rows found. No bind variables detected. Most queries assume the connected Oracle schema resolves Kuali table names; SET directives are SQL*Plus-specific. Review grants, schema synonyms, and target-era differences before use."
